EdgeID,from_id,to_id,Timestamp,Amount Received,Received Currency,Payment Format,Is Laundering,Transaction Authorization Method,Transaction Fees,Destination Bank ID,Transaction Origin,Transaction Status
3669,22,44,8955050,25.0,0,3,0,7,41.0,21,5,0
3670,42,38,8955645,200.0,0,0,0,0,41.0,24,1,0
3671,13,44,8956550,20.0,0,3,0,4,41.0,21,5,0
3672,21,44,8958040,300.0,0,1,0,0,41.0,21,1,0
3673,38,6,8958065,900.0,0,0,0,2,12.0,4,1,0
3674,8,36,8958630,250.0,0,0,0,0,41.0,20,1,0
3675,28,44,8961025,500.0,0,1,0,0,41.0,21,1,0
3676,16,44,8961025,20.0,0,4,0,0,41.0,21,10,0
3677,10,27,8961025,600.0,0,0,0,2,12.0,23,1,0
3678,5,44,8961945,30.0,0,4,0,0,41.0,21,8,0
3679,4,44,8961960,20.0,0,3,0,4,41.0,21,5,0
3680,9,12,8963160,70.0,0,5,0,2,41.0,12,7,0
3681,26,44,8965835,180.0,0,7,0,0,41.0,21,4,0
3682,17,28,8983550,351.0,0,0,1,0,63.0,9,2,0
3683,28,17,8983550,351.0,0,0,1,0,63.0,9,2,0
3684,37,44,9020765,30.0,0,3,0,0,41.0,21,5,0
3685,50,1,9022560,500.0,0,0,0,2,12.0,0,1,0
3686,24,14,9022840,250.0,0,0,0,2,34.0,7,1,0
3687,0,85,9022850,60.0,0,5,0,0,41.0,20,7,0
3688,38,44,9023145,10.0,0,3,0,4,41.0,21,5,0
3689,48,22,9024345,130.0,0,0,0,2,41.0,10,1,0
3690,41,44,9024365,350.0,0,1,0,0,41.0,21,1,0
3691,8,25,9024925,70.0,0,5,0,0,41.0,1,7,0
3692,6,40,9024940,120.0,0,6,0,0,41.0,12,1,0
3693,33,24,9024950,60.0,0,5,0,0,41.0,22,7,0
3694,23,44,9027640,40.0,0,4,0,0,41.0,21,3,0
3695,17,21,9028540,180.0,0,0,0,4,41.0,6,1,0
3696,1,28,9028810,299.0,0,0,1,0,64.0,9,2,0
3697,30,20,9031240,380.0,0,0,0,2,41.0,11,1,0
3698,45,34,9031265,120.0,0,0,0,2,65.0,11,1,0
3699,35,44,9031840,220.0,0,1,0,0,41.0,21,1,0
3700,7,44,9036645,350.0,0,1,0,0,41.0,21,1,0
3701,29,44,9036650,30.0,0,3,0,4,41.0,21,5,0
3702,48,44,9037240,1.2,0,4,0,2,41.0,21,1,0
3703,43,44,9037845,60.0,0,4,0,3,41.0,21,3,0
3704,14,3,9038150,60.0,0,5,0,0,41.0,2,7,0
3705,22,44,9039030,600.0,0,1,0,2,41.0,21,1,0
3706,34,44,9039360,30.0,0,3,0,0,41.0,21,5,0
3707,49,44,9039920,25.0,0,3,0,2,41.0,21,5,0
3708,20,40,9042040,700.0,0,0,0,2,12.0,12,1,0
3709,21,44,9042045,20.0,0,4,0,0,41.0,21,1,0
3710,18,27,9045020,180.0,0,0,0,2,41.0,10,1,0
3711,26,38,9045925,70.0,0,7,0,0,41.0,24,1,0
3712,46,44,9046240,30.0,0,3,0,0,41.0,21,5,0
3713,39,44,9047425,20.0,0,3,0,2,41.0,21,5,0
3714,11,44,9048035,800.0,0,1,0,2,41.0,21,3,0
3715,36,6,9048322,1800.0,0,0,0,2,11.0,4,1,0
3716,15,44,9049840,60.0,0,4,0,0,41.0,21,6,0
3717,4,44,9103235,10.0,0,4,0,0,41.0,21,1,0
3718,32,44,9105035,150.0,0,2,0,0,41.0,21,3,0
3719,26,44,9105045,600.0,0,1,0,0,41.0,21,3,0
3720,26,44,9105045,600.0,0,1,0,0,41.0,21,3,0
3721,5,44,9105045,400.0,0,1,0,0,41.0,21,1,0
3722,22,44,9105045,10.0,0,4,0,0,41.0,21,1,0
3723,21,44,9105045,10.0,0,4,0,0,41.0,21,1,0
3724,22,44,9105050,50.0,0,4,0,2,41.0,21,1,0
3725,0,44,9105340,600.0,0,1,0,0,41.0,21,1,0
3726,33,44,9105660,600.0,0,1,0,0,41.0,21,1,0
3727,10,12,9105950,70.0,0,5,0,0,41.0,12,7,0
3728,41,7,9106235,180.0,0,0,0,3,41.0,5,1,0
3729,30,44,9106235,20.0,0,3,0,4,41.0,21,5,0
3730,25,15,9106235,1200.0,0,0,0,3,12.0,6,1,0
3731,25,17,9106235,1200.0,0,0,0,3,12.0,15,1,0
3732,28,38,9106250,400.0,0,0,0,2,41.0,24,1,0
3733,8,44,9106250,30.0,0,3,0,0,41.0,21,5,0
3734,43,44,9106860,350.0,0,1,0,2,41.0,21,1,0
3735,41,44,9107725,10.0,0,4,0,3,41.0,21,8,0
3736,29,44,9107760,600.0,0,1,0,0,41.0,21,1,0
3737,22,6,9108615,100.0,0,5,0,4,41.0,0,1,0
3738,26,44,9108635,10.0,0,3,0,3,41.0,21,5,0
3739,48,44,9108640,300.0,0,2,0,0,41.0,21,3,0
3740,1,44,9108640,400.0,0,2,0,2,32.0,21,3,0
3741,42,44,9108640,200.0,0,2,0,0,41.0,21,3,0
3742,10,44,9108640,200.0,0,2,0,0,41.0,21,3,0
3743,9,44,9109250,150.0,0,2,0,0,41.0,21,4,0
3744,45,44,9109255,100.0,0,2,0,0,41.0,21,3,0
3745,19,44,9110435,20.0,0,3,0,2,41.0,21,5,0
3746,7,44,9110435,20.0,0,3,0,4,41.0,21,5,0
3747,3,17,9111340,100.0,0,6,0,4,41.0,9,1,0
3748,29,17,9111340,100.0,0,5,0,2,41.0,9,1,0
3749,50,64,9111340,50.0,0,5,0,4,41.0,43,7,0
3750,23,33,9111340,80.0,0,6,0,0,41.0,34,1,0
3751,6,44,9111340,300.0,0,2,0,0,32.0,21,4,0
3752,6,14,9111340,150.0,0,6,0,0,41.0,10,1,0
3753,4,44,9112245,15.0,0,4,0,2,41.0,21,8,0
3754,5,7,9112250,400.0,0,0,0,4,41.0,16,1,0
3755,48,44,9112535,35.0,0,1,0,0,41.0,21,1,0
3756,19,32,9112850,70.0,0,5,0,0,41.0,18,7,0
3757,2,14,9112850,80.0,0,0,0,0,41.0,7,1,0
3758,41,44,9112855,200.0,0,2,0,0,41.0,21,3,0
3759,25,4,9112855,150.0,0,6,0,0,41.0,3,1,0
3760,14,44,9114935,120.0,0,2,0,0,41.0,21,4,0
3761,41,10,9114960,150.0,0,0,0,2,41.0,0,1,0
3762,42,44,9116760,10.0,0,3,0,2,41.0,21,5,0
3763,18,75,9117630,60.0,0,5,0,0,41.0,23,7,0
3764,22,44,9117645,200.0,0,2,0,3,41.0,21,3,0
3765,17,36,9119440,100.0,0,5,0,0,41.0,20,1,0
3766,8,14,9119465,80.0,0,6,0,0,41.0,7,1,0
3767,26,63,9119465,5.0,0,5,0,2,41.0,45,1,0
3768,21,44,9119465,300.0,0,1,0,2,41.0,21,3,0
3769,32,44,9119720,15.0,0,3,0,2,41.0,21,5,0
3770,26,9,9120015,60.0,0,7,0,2,41.0,19,7,0
3771,43,44,9121235,20.0,0,3,0,2,41.0,21,5,0
3772,35,44,9121235,20.0,0,3,0,3,41.0,21,5,0
3773,30,44,9121235,20.0,0,3,0,2,41.0,21,5,0
3774,12,44,9121235,20.0,0,3,0,2,41.0,21,5,0
3775,20,44,9121235,20.0,0,3,0,3,41.0,21,5,0
3776,2,44,9121240,20.0,0,3,0,2,41.0,21,5,0
3777,24,44,9121240,20.0,0,3,0,2,41.0,21,5,0
3778,14,44,9121240,20.0,0,3,0,3,41.0,21,5,0
3779,37,44,9121245,20.0,0,3,0,2,41.0,21,5,0
3780,48,44,9121265,5.0,0,7,0,2,41.0,21,5,0
3781,28,44,9121530,20.0,0,3,0,4,41.0,21,5,0
3782,46,44,9121530,10.0,0,3,0,2,41.0,21,5,0
3783,18,44,9121530,20.0,0,3,0,2,41.0,21,5,0
3784,47,44,9121530,20.0,0,3,0,3,41.0,21,5,0
3785,49,44,9121530,20.0,0,3,0,2,41.0,21,5,0
3786,11,44,9121530,20.0,0,3,0,4,41.0,21,5,0
3787,2,44,9121535,20.0,0,3,0,2,41.0,21,5,0
3788,48,44,9121565,20.0,0,3,0,2,41.0,21,5,0
3789,8,44,9121565,20.0,0,3,0,2,41.0,21,5,0
3790,33,44,9121565,20.0,0,3,0,2,41.0,21,5,0
3791,36,44,9121565,20.0,0,3,0,2,41.0,21,5,0
3792,38,44,9122140,10.0,0,3,0,2,41.0,21,5,0
3793,40,44,9122140,20.0,0,3,0,2,41.0,21,5,0
3794,33,28,9122410,300.0,0,0,1,0,32.0,9,2,0
3795,49,44,9123045,20.0,0,3,0,2,41.0,21,5,0
3796,17,15,9123650,90.0,0,5,0,2,41.0,5,7,0
3797,16,44,9123950,400.0,0,1,0,2,41.0,21,1,0
3798,27,9,9123950,120.0,0,5,0,2,41.0,12,7,0
3799,23,44,9123955,700.0,0,1,0,2,41.0,21,1,0
3800,48,44,9124235,20.0,0,3,0,2,41.0,21,5,0
3801,13,44,9125735,10.0,0,4,0,2,41.0,21,1,0
3802,12,17,9127540,400.0,0,0,0,0,41.0,9,1,0
3803,12,17,9127540,400.0,0,0,0,0,41.0,9,1,0
3804,35,14,9127550,120.0,0,0,0,2,41.0,7,1,0
3805,22,44,9127550,400.0,0,1,0,3,41.0,21,1,0
3806,27,44,9128460,50.0,0,4,0,0,41.0,21,1,0
3807,16,44,9130820,100.0,0,2,0,0,41.0,21,3,0
3808,34,14,9130820,150.0,0,6,0,0,41.0,7,1,0
3809,0,44,9130855,100.0,0,2,0,0,41.0,21,4,0
3810,32,44,9133835,30.0,0,4,0,2,41.0,21,8,0
3811,47,33,9133845,150.0,0,0,0,4,41.0,17,1,0
3812,47,33,9133845,150.0,0,0,0,4,41.0,17,1,0
3813,8,50,9133845,400.0,0,0,0,2,12.0,14,1,0
3814,8,50,9133845,400.0,0,0,0,2,12.0,14,1,0
3815,31,44,9133845,20.0,0,3,0,0,41.0,21,5,0
3816,9,44,9133845,50.0,0,4,0,0,41.0,21,1,0
3817,40,44,9133845,30.0,0,4,0,4,41.0,21,1,0
3818,40,44,9133845,30.0,0,4,0,4,41.0,21,1,0
3819,15,44,9133845,50.0,0,4,0,0,41.0,21,6,0
3820,11,3,9133845,800.0,0,0,0,2,12.0,2,1,0
3821,46,44,9133850,20.0,0,3,0,0,41.0,21,5,0
3822,48,44,9133850,20.0,0,3,0,2,41.0,21,5,0
3823,48,44,9133850,20.0,0,3,0,2,41.0,21,5,0
3824,34,44,9133850,400.0,0,1,0,0,41.0,21,3,0
3825,50,25,9133850,400.0,0,0,0,2,12.0,1,1,0
3826,6,44,9133850,10.0,0,3,0,4,41.0,21,5,0
3827,37,44,9134720,20.0,0,3,0,0,41.0,21,5,0
3828,36,9,9134722,2000.0,0,0,0,2,26.0,19,1,0
3829,13,44,9134725,10.0,0,4,0,2,41.0,21,1,0
3830,3,9,9134740,150.0,0,0,0,2,41.0,19,1,0
3831,3,9,9134740,150.0,0,0,0,2,41.0,19,1,0
3832,2,9,9134745,400.0,0,0,0,2,12.0,19,1,0
3833,2,6,9134745,500.0,0,0,0,2,12.0,4,1,0
3834,1,44,9134750,20.0,0,3,0,4,41.0,21,5,0
3835,1,44,9134750,20.0,0,3,0,4,41.0,21,5,0
3836,15,44,9134760,30.0,0,4,0,0,41.0,21,1,0
3837,39,44,9135035,10.0,0,4,0,0,41.0,21,3,0
3838,31,44,9135035,10.0,0,4,0,2,41.0,21,1,0
3839,21,44,9135035,10.0,0,4,0,0,41.0,21,8,0
3840,21,44,9135035,10.0,0,4,0,0,41.0,21,8,0
3841,45,1,9135050,150.0,0,0,0,2,43.0,0,1,0
3842,21,38,9135625,200.0,0,0,0,2,41.0,24,1,0
3843,6,14,9135645,800.0,0,0,0,2,12.0,7,1,0
3844,6,14,9135645,800.0,0,0,0,2,12.0,7,1,0
3845,24,44,9136520,20.0,0,3,0,2,41.0,21,5,0
3846,7,32,9136560,200.0,0,0,0,3,41.0,18,1,0
3847,21,44,9137435,50.0,0,4,0,0,41.0,21,1,0
3848,22,44,9137445,10.0,0,4,0,0,41.0,21,1,0
3849,31,10,9180650,1500.0,0,0,1,0,18.0,0,0,0
3850,49,44,9192630,15.0,0,4,0,0,41.0,21,1,0
3851,23,44,9192630,350.0,0,2,0,3,41.0,21,3,0
3852,39,44,9192650,10.0,0,4,0,0,41.0,21,1,0
3853,18,44,9192940,140.0,0,2,0,0,41.0,21,3,0
3854,17,44,9192965,130.0,0,2,0,0,41.0,21,3,0
3855,7,23,9193225,90.0,0,5,0,2,41.0,14,7,0
3856,26,44,9196565,120.0,0,7,0,0,41.0,21,3,0
3857,29,36,9200445,200.0,0,0,0,2,41.0,20,1,0
3858,22,44,9202845,60.0,0,4,0,2,41.0,21,1,0
3859,8,44,9202865,15.0,0,4,0,0,41.0,21,8,0
3860,21,44,9203150,400.0,0,1,0,0,41.0,21,1,0
3861,48,44,9207050,30.0,0,2,0,2,41.0,21,3,0
3862,33,42,9210965,500.0,0,0,0,2,31.0,25,1,0
3863,0,35,9211530,900.0,0,0,0,2,12.0,10,1,0
3864,35,0,9211530,900.0,0,0,0,2,12.0,10,1,0
3865,21,20,9211545,220.0,0,0,0,2,41.0,11,1,0
3866,41,53,9212145,90.0,0,5,0,2,41.0,4,7,0
3867,38,44,9213650,400.0,0,1,0,0,41.0,21,1,0
3868,22,32,9214260,350.0,0,0,0,2,41.0,18,1,0
3869,43,13,9216935,220.0,0,0,0,0,41.0,6,1,0
3870,14,37,9217840,90.0,0,6,0,0,41.0,65,1,0
3871,22,10,9274530,2000.0,0,0,1,0,10.0,0,0,0
3872,8,23,9276340,180.0,0,0,0,0,41.0,14,1,0
3873,49,44,9278750,10.0,0,4,0,0,41.0,21,1,0
3874,15,44,9279350,350.0,0,1,0,0,41.0,21,1,0
3875,19,44,9279965,20.0,0,3,0,0,41.0,21,5,0
3876,26,40,9280255,110.0,0,7,0,3,41.0,12,1,0
3877,48,10,9282345,20.0,0,7,0,0,41.0,0,1,0
3878,36,10,9285038,90.0,0,5,0,0,41.0,0,1,0
3879,37,44,9285650,15.0,0,4,0,2,41.0,21,8,0
3880,20,17,9285925,120.0,0,5,0,0,41.0,9,7,0
3881,0,86,9286220,70.0,0,5,0,0,41.0,14,7,0
3882,34,20,9286245,900.0,0,0,0,2,12.0,11,1,0
3883,20,34,9286245,900.0,0,0,0,2,12.0,11,1,0
3884,13,44,9286840,600.0,0,1,0,0,41.0,21,1,0
3885,41,44,9286860,130.0,0,2,0,0,41.0,21,4,0
3886,33,3,9287135,30.0,0,5,0,0,41.0,2,7,0
3887,11,20,9287140,500.0,0,0,0,2,32.0,11,1,0
3888,43,41,9287450,80.0,0,6,0,4,41.0,5,1,0
3889,22,44,9287725,250.0,0,2,0,2,41.0,21,4,0
3890,22,17,9287735,80.0,0,5,0,4,41.0,9,7,0
3891,28,44,9287760,300.0,0,2,0,0,41.0,21,3,0
3892,16,32,9287765,150.0,0,0,0,3,41.0,18,1,0
3893,27,44,9287765,200.0,0,2,0,0,41.0,21,3,0
3894,10,44,9287765,200.0,0,2,0,0,46.0,21,3,0
3895,12,23,9288650,120.0,0,5,0,2,41.0,14,7,0
3896,12,23,9288650,120.0,0,5,0,2,41.0,14,7,0
3897,14,44,9289245,350.0,0,1,0,0,41.0,21,1,0
3898,46,44,9290155,15.0,0,4,0,2,41.0,21,8,0
3899,17,6,9290440,220.0,0,0,0,3,41.0,0,1,0
3900,23,14,9290745,300.0,0,0,0,2,41.0,7,1,0
3901,7,22,9293420,180.0,0,0,0,4,41.0,10,1,0
3902,6,34,9294035,600.0,0,0,0,2,12.0,11,1,0
3903,2,38,9295865,25.0,0,5,0,2,41.0,24,7,0
3904,48,21,9296450,80.0,0,5,0,2,41.0,13,7,0
3905,41,17,9296465,70.0,0,5,0,2,41.0,9,1,0
3906,5,24,9296750,250.0,0,0,0,2,46.0,22,1,0
3907,24,44,9297055,15.0,0,3,0,2,41.0,21,5,0
3908,9,36,9297065,250.0,0,0,0,3,41.0,20,1,0
3909,4,44,9298530,400.0,0,1,0,0,41.0,21,1,0
3910,18,37,9298550,220.0,0,0,0,2,41.0,11,1,0
3911,5,44,9298565,150.0,0,2,0,0,41.0,21,4,0
3912,35,17,9299455,140.0,0,0,0,2,41.0,9,1,0
3913,29,25,9300335,70.0,0,6,0,0,41.0,35,1,0
3914,30,40,9301830,60.0,0,5,0,2,41.0,12,7,0
3915,42,44,9307825,150.0,0,2,0,0,41.0,21,4,0
3916,22,44,9307825,400.0,0,1,0,0,41.0,21,1,0
3917,26,44,9307860,20.0,0,3,0,2,41.0,21,5,0
3918,26,44,9307860,20.0,0,3,0,2,41.0,21,5,0
3919,45,44,9309040,4.0,0,3,0,0,41.0,21,5,0
3920,48,44,9363650,300.0,0,1,0,0,41.0,21,1,0
3921,43,44,9364225,30.0,0,4,0,9,41.0,21,8,0
3922,1,44,9364225,50.0,0,4,0,2,41.0,21,1,0
3923,1,44,9364225,50.0,0,4,0,2,41.0,21,1,0
3924,30,44,9364225,10.0,0,4,0,3,41.0,21,1,0
3925,20,44,9364225,15.0,0,4,0,2,41.0,21,8,0
3926,24,44,9364235,50.0,0,4,0,0,41.0,21,1,0
3927,12,44,9364245,10.0,0,4,0,0,41.0,21,1,0
3928,3,40,9364250,70.0,0,5,0,0,41.0,12,7,0
3929,3,40,9364250,70.0,0,5,0,0,41.0,12,7,0
3930,35,27,9364265,40.0,0,5,0,0,41.0,23,7,0
3931,48,44,9364547,2.0,0,4,0,0,41.0,21,1,0
3932,50,42,9365125,120.0,0,5,0,4,41.0,25,7,0
3933,35,44,9365145,10.0,0,4,0,2,41.0,21,1,0
3934,47,23,9365150,70.0,0,5,0,2,41.0,14,1,0
3935,47,23,9365150,70.0,0,5,0,2,41.0,14,1,0
3936,8,14,9365150,70.0,0,5,0,0,41.0,10,7,0
3937,8,14,9365150,70.0,0,5,0,0,41.0,10,7,0
3938,15,44,9365150,400.0,0,1,0,0,41.0,21,1,0
3939,37,44,9365160,10.0,0,4,0,0,41.0,21,1,0
3940,46,44,9365420,5.0,0,4,0,2,41.0,21,1,0
3941,49,44,9365420,10.0,0,4,0,0,41.0,21,1,0
3942,28,44,9365425,50.0,0,4,0,2,41.0,21,1,0
3943,18,44,9365425,10.0,0,4,0,0,41.0,21,1,0
3944,47,44,9365425,10.0,0,4,0,2,41.0,21,8,0
3945,48,44,9365425,300.0,0,1,0,0,41.0,21,1,0
3946,48,44,9365425,300.0,0,1,0,0,41.0,21,1,0
3947,34,22,9365425,70.0,0,5,0,0,41.0,10,7,0
3948,11,44,9365425,50.0,0,4,0,0,41.0,21,1,0
3949,24,44,9365435,600.0,0,1,0,0,41.0,21,1,0
3950,33,44,9365435,15.0,0,4,0,0,41.0,21,1,0
3951,48,44,9365450,10.0,0,4,0,10,41.0,21,11,0
3952,8,44,9365450,10.0,0,4,0,2,41.0,21,8,0
3953,31,44,9365450,5.0,0,4,0,3,41.0,21,8,0
3954,13,44,9365450,400.0,0,1,0,0,41.0,21,1,0
3955,2,44,9365450,10.0,0,4,0,4,41.0,21,6,0
3956,9,44,9365450,300.0,0,1,0,0,41.0,21,1,0
3957,40,44,9365450,400.0,0,1,0,0,41.0,21,1,0
3958,40,44,9365450,400.0,0,1,0,0,41.0,21,1,0
3959,36,44,9365450,30.0,0,4,0,0,41.0,21,1,0
3960,32,44,9365450,400.0,0,1,0,0,41.0,21,1,0
3961,6,44,9365465,400.0,0,1,0,0,41.0,21,1,0
3962,38,44,9366035,20.0,0,4,0,0,41.0,21,1,0
3963,40,44,9366035,15.0,0,4,0,0,41.0,21,8,0
3964,15,44,9366045,100.0,0,2,0,2,41.0,21,3,0
3965,14,27,9366050,150.0,0,0,0,2,41.0,23,1,0
3966,17,44,9366325,20.0,0,3,0,0,41.0,21,5,0
3967,37,44,9366665,10.0,0,4,0,2,41.0,21,8,0
3968,21,33,9366665,150.0,0,0,0,2,38.0,17,1,0
3969,2,44,9366925,10.0,0,4,0,0,41.0,21,1,0
3970,14,44,9366925,10.0,0,4,0,2,41.0,21,1,0
3971,8,44,9367540,5.0,0,3,0,2,41.0,21,5,0
3972,22,44,9368450,25.0,0,3,0,2,41.0,21,5,0
3973,32,44,9368730,25.0,0,4,0,2,41.0,21,8,0
3974,11,44,9368750,20.0,0,3,0,0,41.0,21,5,0
3975,29,44,9369030,250.0,0,2,0,0,41.0,21,3,0
3976,26,44,9370540,3.0,0,3,0,4,41.0,21,5,0
3977,0,38,9370540,70.0,0,6,0,0,41.0,30,1,0
3978,21,44,9370540,10.0,0,3,0,2,41.0,21,5,0
3979,34,4,9370555,80.0,0,5,0,0,41.0,3,1,0
3980,36,20,9371438,70.0,0,5,0,0,41.0,11,1,0
3981,2,44,9371450,600.0,0,2,0,0,32.0,21,4,0
3982,2,44,9371450,400.0,0,2,0,0,32.0,21,4,0
3983,18,87,9371460,75.0,0,5,0,0,41.0,12,7,0
3984,30,44,9372050,600.0,0,1,0,0,41.0,21,1,0
3985,22,44,9372360,400.0,0,1,0,0,41.0,21,1,0
3986,49,44,9373245,300.0,0,1,0,0,41.0,21,1,0
3987,31,44,9373245,300.0,0,1,0,0,41.0,21,1,0
3988,45,38,9374140,80.0,0,6,0,4,41.0,24,1,0
3989,39,44,9374150,100.0,0,1,0,2,41.0,21,1,0
3990,27,38,9375945,400.0,0,0,0,3,41.0,24,1,0
3991,38,22,9376565,800.0,0,0,0,2,12.0,10,1,0
3992,25,24,9378640,50.0,0,5,0,3,41.0,22,1,0
3993,7,44,9379245,10.0,0,4,0,0,41.0,21,3,0
3994,42,44,9379525,20.0,0,3,0,2,41.0,21,5,0
3995,48,44,9380425,20.0,0,3,0,2,41.0,21,5,0
3996,3,44,9380425,10.0,0,3,0,2,41.0,21,5,0
3997,16,83,9380435,80.0,0,5,0,3,41.0,66,1,0
3998,29,44,9380435,20.0,0,3,0,4,41.0,21,5,0
3999,50,44,9380435,20.0,0,3,0,2,41.0,21,5,0
4000,23,44,9380435,10.0,0,3,0,2,41.0,21,5,0
4001,6,44,9380435,20.0,0,3,0,2,41.0,21,5,0
4002,6,44,9380435,20.0,0,3,0,2,41.0,21,5,0
4003,41,14,9380465,100.0,0,6,0,0,41.0,10,1,0
4004,10,44,9380725,20.0,0,3,0,2,41.0,21,5,0
4005,22,44,9380735,20.0,0,3,0,2,41.0,21,5,0
4006,1,44,9380765,20.0,0,3,0,0,41.0,21,5,0
4007,45,24,9382265,70.0,0,5,0,0,41.0,22,1,0
4008,25,44,9382825,500.0,0,2,0,0,41.0,21,4,0
4009,25,44,9382825,500.0,0,2,0,0,41.0,21,4,0
4010,48,25,9382860,12.0,0,6,0,0,41.0,1,1,0
4011,39,44,9382865,300.0,0,2,0,0,41.0,21,3,0
4012,21,20,9383140,70.0,0,5,0,0,41.0,11,7,0
4013,6,44,9383160,10.0,0,3,0,0,41.0,21,5,0
4014,6,44,9383160,10.0,0,3,0,0,41.0,21,5,0
4015,46,44,9383165,10.0,0,4,0,2,41.0,21,8,0
4016,21,44,9383450,400.0,0,2,0,3,41.0,21,3,0
4017,8,44,9383455,140.0,0,2,0,0,41.0,21,4,0
4018,22,44,9384950,400.0,0,1,0,0,41.0,21,1,0
4019,21,44,9384950,400.0,0,1,0,0,41.0,21,1,0
4020,43,44,9384965,190.0,0,2,0,2,41.0,21,3,0
4021,23,26,9385860,120.0,0,6,0,0,41.0,30,1,0
4022,17,10,9388255,40.0,0,5,0,2,41.0,0,7,0
4023,0,44,9390055,400.0,0,2,0,2,46.0,21,4,0
4024,7,44,9390055,20.0,0,3,0,2,41.0,21,5,0
4025,41,26,9390330,220.0,0,0,0,2,41.0,0,1,0
4026,33,44,9391840,250.0,0,2,0,3,34.0,21,3,0
4027,19,44,9393645,10.0,0,4,0,0,41.0,21,1,0
4028,4,38,9393650,700.0,0,0,0,2,12.0,24,1,0
4029,26,36,9393945,90.0,0,7,0,2,41.0,20,1,0
4030,41,29,9394250,200.0,0,0,0,0,41.0,15,1,0
4031,21,44,9394260,400.0,0,1,0,2,41.0,21,1,0
4032,26,44,9394845,20.0,0,4,0,2,41.0,21,1,0
4033,32,44,9395750,400.0,0,1,0,0,41.0,21,1,0
4034,4,44,9451820,250.0,0,2,0,0,41.0,21,4,0
4035,5,29,9451830,250.0,0,0,0,2,41.0,15,1,0
4036,16,44,9451845,200.0,0,2,0,0,41.0,21,3,0
4037,20,44,9451850,200.0,0,2,0,4,46.0,21,3,0
4038,48,22,9451855,7.0,0,7,0,2,41.0,10,7,0
4039,24,44,9452460,300.0,0,1,0,0,41.0,21,1,0
4040,23,12,9453325,250.0,0,5,0,4,41.0,12,7,0
4041,17,44,9453340,300.0,0,1,0,0,41.0,21,1,0
4042,46,14,9454860,200.0,0,0,0,2,41.0,10,1,0
4043,43,1,9455440,130.0,0,5,0,0,41.0,0,7,0
4044,27,40,9455445,700.0,0,0,0,3,41.0,20,1,0
4045,7,44,9458140,250.0,0,1,0,0,41.0,21,1,0
4046,8,21,9458440,220.0,0,0,0,0,41.0,13,1,0
4047,21,9,9459050,90.0,0,5,0,0,41.0,19,7,0
4048,48,44,9459360,200.0,0,2,0,0,41.0,21,3,0
4049,9,17,9460520,60.0,0,5,0,2,41.0,9,1,0
4050,29,88,9461725,80.0,0,5,0,3,41.0,67,7,0
4051,15,10,9462360,1799.0,0,0,1,0,66.0,0,0,0
4052,2,9,9462940,120.0,0,0,0,0,41.0,19,1,0
4053,41,44,9463540,120.0,0,2,0,0,41.0,21,4,0
4054,41,44,9465050,12.0,0,3,0,0,41.0,21,5,0
4055,0,17,9465065,500.0,0,0,0,2,12.0,20,1,0
4056,33,1,9465350,150.0,0,0,0,2,43.0,0,1,0
4057,19,44,9468640,150.0,0,2,0,0,41.0,21,4,0
4058,28,44,9469245,10.0,0,4,0,2,41.0,21,1,0
4059,42,11,9469250,250.0,0,0,0,3,41.0,5,1,0
4060,13,44,9469260,200.0,0,2,0,0,41.0,21,4,0
4061,11,44,9469845,25.0,0,3,0,0,41.0,21,5,0
4062,10,9,9469845,800.0,0,0,0,2,12.0,19,1,0
4063,22,40,9469860,300.0,0,0,0,0,41.0,12,1,0
4064,26,44,9470435,160.0,0,7,0,0,41.0,21,3,0
4065,22,44,9470765,12.0,0,4,0,0,41.0,21,1,0
4066,14,16,9471065,90.0,0,5,0,0,41.0,8,7,0
4067,36,44,9471350,15.0,0,3,0,2,41.0,21,5,0
4068,18,44,9472865,160.0,0,2,0,0,41.0,21,3,0
4069,6,44,9479450,15.0,0,3,0,4,41.0,21,5,0
4070,18,39,9538215,280.0,0,0,0,2,41.0,1,1,0
4071,22,44,9538240,450.0,0,1,0,2,41.0,21,1,0
4072,22,44,9538250,50.0,0,4,0,0,41.0,21,1,0
4073,8,15,9538560,90.0,0,5,0,0,41.0,6,7,0
4074,38,11,9539140,70.0,0,5,0,3,41.0,5,7,0
4075,12,44,9539165,20.0,0,3,0,2,41.0,21,5,0
4076,12,44,9539165,20.0,0,3,0,2,41.0,21,5,0
4077,27,44,9539430,200.0,0,2,0,0,41.0,21,4,0
4078,33,24,9541560,20.0,0,5,0,0,41.0,22,7,0
4079,25,44,9542725,20.0,0,3,0,2,41.0,21,5,0
4080,41,44,9542765,300.0,0,1,0,0,41.0,21,1,0
4081,16,44,9543345,10.0,0,3,0,2,41.0,21,5,0
4082,17,14,9544235,170.0,0,0,0,4,41.0,22,1,0
4083,48,38,9544865,100.0,0,0,0,2,41.0,24,1,0
4084,26,40,9545125,450.0,0,0,0,2,46.0,12,1,0
4085,45,44,9545140,5.0,0,3,0,0,41.0,21,5,0
4086,21,44,9545165,150.0,0,2,0,0,41.0,21,3,0
4087,23,44,9545440,15.0,0,3,0,2,41.0,21,5,0
4088,14,44,9545740,130.0,0,2,0,0,41.0,21,3,0
4089,37,44,9545750,400.0,0,1,0,0,41.0,21,1,0
